smr_capacity,solar_capacity,electricity_export_capacity,industry_demand_thermal_capacity,industry_demand_electricity_capacity,desalination_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-solar_capacity,prefix,PointProbability,ProbabilityWeight,ProbabilityWeight-smr_capacity,ProbabilityWeight-desalination_capacity
360.0,180.0,-1e+200,-3.71,-7.02,-360.0,-2.5468603211e+14,nan,-2.5468603211e+14,-2.5468603211e+14,-2.5468603211e+14,-2.5468603211e+14,-2.5468603211e+14,1.0,nan,0.227272727273,62,3.18845015815e-09,0.0154958677686,0.272727272727,0.25
360.0,360.0,-1e+200,-3.71,-7.02,-360.0,-2.54686244159e+14,nan,-2.54686244159e+14,-2.54686244159e+14,-2.54686244159e+14,-2.54686244159e+14,-2.54686244159e+14,1.0,nan,0.272727272727,63,3.18845015815e-09,0.0185950413223,0.272727272727,0.25
360.0,540.0,-1e+200,-3.71,-7.02,-360.0,-2.54686456208e+14,nan,-2.54686456208e+14,-2.54686456208e+14,-2.54686456208e+14,-2.54686456208e+14,-2.54686456208e+14,1.0,nan,0.272727272727,64,3.18845015815e-09,0.0185950413223,0.272727272727,0.25
360.0,720.0,-1e+200,-3.71,-7.02,-360.0,-2.54686668258e+14,nan,-2.54686668258e+14,-2.54686668258e+14,-2.54686668258e+14,-2.54686668258e+14,-2.54686668258e+14,1.0,nan,0.136363636364,65,3.18845015815e-09,0.00929752066116,0.272727272727,0.25
540.0,60.0,-1e+200,-3.71,-7.02,-360.0,-3.85940873542e+14,nan,-3.85940873542e+14,-3.85940873542e+14,-3.85940873542e+14,-3.85940873542e+14,-3.85940873542e+14,1.0,nan,0.0909090909091,66,3.18845015815e-09,0.00619834710744,0.272727272727,0.25
540.0,180.0,-1e+200,-3.71,-7.02,-360.0,-3.85941014908e+14,nan,-3.85941014908e+14,-3.85941014908e+14,-3.85941014908e+14,-3.85941014908e+14,-3.85941014908e+14,1.0,nan,0.227272727273,67,3.18845015815e-09,0.0154958677686,0.272727272727,0.25
540.0,360.0,-1e+200,-3.71,-7.02,-360.0,-3.85941226957e+14,nan,-3.85941226957e+14,-3.85941226957e+14,-3.85941226957e+14,-3.85941226957e+14,-3.85941226957e+14,1.0,nan,0.272727272727,68,3.18845015815e-09,0.0185950413223,0.272727272727,0.25
540.0,540.0,-1e+200,-3.71,-7.02,-360.0,-3.85941439006e+14,nan,-3.85941439006e+14,-3.85941439006e+14,-3.85941439006e+14,-3.85941439006e+14,-3.85941439006e+14,1.0,nan,0.272727272727,69,3.18845015815e-09,0.0185950413223,0.272727272727,0.25
540.0,720.0,-1e+200,-3.71,-7.02,-360.0,-3.85941651056e+14,nan,-3.85941651056e+14,-3.85941651056e+14,-3.85941651056e+14,-3.85941651056e+14,-3.85941651056e+14,1.0,nan,0.136363636364,70,3.18845015815e-09,0.00929752066116,0.272727272727,0.25
720.0,60.0,-1e+200,-3.71,-7.02,-360.0,-5.1719585634e+14,nan,-5.1719585634e+14,-5.1719585634e+14,-5.1719585634e+14,-5.1719585634e+14,-5.1719585634e+14,1.0,nan,0.0909090909091,71,3.18845015815e-09,0.00309917355372,0.136363636364,0.25
720.0,180.0,-1e+200,-3.71,-7.02,-360.0,-5.17195997706e+14,nan,-5.17195997706e+14,-5.17195997706e+14,-5.17195997706e+14,-5.17195997706e+14,-5.17195997706e+14,1.0,nan,0.227272727273,72,3.18845015815e-09,0.0077479338843,0.136363636364,0.25
720.0,360.0,-1e+200,-3.71,-7.02,-360.0,-5.17196209755e+14,nan,-5.17196209755e+14,-5.17196209755e+14,-5.17196209755e+14,-5.17196209755e+14,-5.17196209755e+14,1.0,nan,0.272727272727,73,3.18845015815e-09,0.00929752066116,0.136363636364,0.25
720.0,540.0,-1e+200,-3.71,-7.02,-360.0,-5.17196421804e+14,nan,-5.17196421804e+14,-5.17196421804e+14,-5.17196421804e+14,-5.17196421804e+14,-5.17196421804e+14,1.0,nan,0.272727272727,74,3.18845015815e-09,0.00929752066116,0.136363636364,0.25
720.0,720.0,-1e+200,-3.71,-7.02,-360.0,-5.17196633854e+14,nan,-5.17196633854e+14,-5.17196633854e+14,-5.17196633854e+14,-5.17196633854e+14,-5.17196633854e+14,1.0,nan,0.136363636364,75,3.18845015815e-09,0.00464876033058,0.136363636364,0.25
60.0,60.0,-1e+200,-3.71,-7.02,-180.0,-3.59275784532e+13,nan,-3.59275784532e+13,-3.59275784532e+13,-3.59275784532e+13,-3.59275784532e+13,-3.59275784532e+13,1.0,nan,0.0909090909091,76,3.18845015815e-09,0.00206611570248,0.0909090909091,0.25
60.0,180.0,-1e+200,-3.71,-7.02,-180.0,-3.59277198193e+13,nan,-3.59277198193e+13,-3.59277198193e+13,-3.59277198193e+13,-3.59277198193e+13,-3.59277198193e+13,1.0,nan,0.227272727273,77,3.18845015815e-09,0.0051652892562,0.0909090909091,0.25
60.0,360.0,-1e+200,-3.71,-7.02,-180.0,-3.59279318685e+13,nan,-3.59279318685e+13,-3.59279318685e+13,-3.59279318685e+13,-3.59279318685e+13,-3.59279318685e+13,1.0,nan,0.272727272727,78,3.18845015815e-09,0.00619834710744,0.0909090909091,0.25
60.0,540.0,-1e+200,-3.71,-7.02,-180.0,-3.59281439176e+13,nan,-3.59281439176e+13,-3.59281439176e+13,-3.59281439176e+13,-3.59281439176e+13,-3.59281439176e+13,1.0,nan,0.272727272727,79,3.18845015815e-09,0.00619834710744,0.0909090909091,0.25
60.0,720.0,-1e+200,-3.71,-7.02,-180.0,-3.59283559668e+13,nan,-3.59283559668e+13,-3.59283559668e+13,-3.59283559668e+13,-3.59283559668e+13,-3.59283559668e+13,1.0,nan,0.136363636364,80,3.18845015815e-09,0.00309917355372,0.0909090909091,0.25
180.0,60.0,-1e+200,-3.71,-7.02,-180.0,-1.23430900319e+14,nan,-1.23430900319e+14,-1.23430900319e+14,-1.23430900319e+14,-1.23430900319e+14,-1.23430900319e+14,1.0,nan,0.0909090909091,81,3.18845015815e-09,0.0051652892562,0.227272727273,0.25
180.0,180.0,-1e+200,-3.71,-7.02,-180.0,-1.23431041685e+14,nan,-1.23431041685e+14,-1.23431041685e+14,-1.23431041685e+14,-1.23431041685e+14,-1.23431041685e+14,1.0,nan,0.227272727273,82,3.18845015815e-09,0.0129132231405,0.227272727273,0.25
180.0,360.0,-1e+200,-3.71,-7.02,-180.0,-1.23431253734e+14,nan,-1.23431253734e+14,-1.23431253734e+14,-1.23431253734e+14,-1.23431253734e+14,-1.23431253734e+14,1.0,nan,0.272727272727,83,3.18845015815e-09,0.0154958677686,0.227272727273,0.25
180.0,540.0,-1e+200,-3.71,-7.02,-180.0,-1.23431465783e+14,nan,-1.23431465783e+14,-1.23431465783e+14,-1.23431465783e+14,-1.23431465783e+14,-1.23431465783e+14,1.0,nan,0.272727272727,84,3.18845015815e-09,0.0154958677686,0.227272727273,0.25
180.0,720.0,-1e+200,-3.71,-7.02,-180.0,-1.23431677832e+14,nan,-1.23431677832e+14,-1.23431677832e+14,-1.23431677832e+14,-1.23431677832e+14,-1.23431677832e+14,1.0,nan,0.136363636364,85,3.18845015815e-09,0.0077479338843,0.227272727273,0.25
360.0,60.0,-1e+200,-3.71,-7.02,-180.0,-2.54685883117e+14,nan,-2.54685883117e+14,-2.54685883117e+14,-2.54685883117e+14,-2.54685883117e+14,-2.54685883117e+14,1.0,nan,0.0909090909091,86,3.18845015815e-09,0.00619834710744,0.272727272727,0.25
360.0,180.0,-1e+200,-3.71,-7.02,-180.0,-2.54686024483e+14,nan,-2.54686024483e+14,-2.54686024483e+14,-2.54686024483e+14,-2.54686024483e+14,-2.54686024483e+14,1.0,nan,0.227272727273,87,3.18845015815e-09,0.0154958677686,0.272727272727,0.25
360.0,360.0,-1e+200,-3.71,-7.02,-180.0,-2.54686236532e+14,nan,-2.54686236532e+14,-2.54686236532e+14,-2.54686236532e+14,-2.54686236532e+14,-2.54686236532e+14,1.0,nan,0.272727272727,88,3.18845015815e-09,0.0185950413223,0.272727272727,0.25
360.0,540.0,-1e+200,-3.71,-7.02,-180.0,-2.54686448581e+14,nan,-2.54686448581e+14,-2.54686448581e+14,-2.54686448581e+14,-2.54686448581e+14,-2.54686448581e+14,1.0,nan,0.272727272727,89,3.18845015815e-09,0.0185950413223,0.272727272727,0.25
360.0,720.0,-1e+200,-3.71,-7.02,-180.0,-2.5468666063e+14,nan,-2.5468666063e+14,-2.5468666063e+14,-2.5468666063e+14,-2.5468666063e+14,-2.5468666063e+14,1.0,nan,0.136363636364,90,3.18845015815e-09,0.00929752066116,0.272727272727,0.25
540.0,60.0,-1e+200,-3.71,-7.02,-180.0,-3.85940865915e+14,nan,-3.85940865915e+14,-3.85940865915e+14,-3.85940865915e+14,-3.85940865915e+14,-3.85940865915e+14,1.0,nan,0.0909090909091,91,3.18845015815e-09,0.00619834710744,0.272727272727,0.25
540.0,180.0,-1e+200,-3.71,-7.02,-180.0,-3.85941007281e+14,nan,-3.85941007281e+14,-3.85941007281e+14,-3.85941007281e+14,-3.85941007281e+14,-3.85941007281e+14,1.0,nan,0.227272727273,92,3.18845015815e-09,0.0154958677686,0.272727272727,0.25
540.0,360.0,-1e+200,-3.71,-7.02,-180.0,-3.8594121933e+14,nan,-3.8594121933e+14,-3.8594121933e+14,-3.8594121933e+14,-3.8594121933e+14,-3.8594121933e+14,1.0,nan,0.272727272727,93,3.18845015815e-09,0.0185950413223,0.272727272727,0.25
540.0,540.0,-1e+200,-3.71,-7.02,-180.0,-3.85941431379e+14,nan,-3.85941431379e+14,-3.85941431379e+14,-3.85941431379e+14,-3.85941431379e+14,-3.85941431379e+14,1.0,nan,0.272727272727,94,3.18845015815e-09,0.0185950413223,0.272727272727,0.25
540.0,720.0,-1e+200,-3.71,-7.02,-180.0,-3.85941643428e+14,nan,-3.85941643428e+14,-3.85941643428e+14,-3.85941643428e+14,-3.85941643428e+14,-3.85941643428e+14,1.0,nan,0.136363636364,95,3.18845015815e-09,0.00929752066116,0.272727272727,0.25
720.0,60.0,-1e+200,-3.71,-7.02,-180.0,-5.17195848713e+14,nan,-5.17195848713e+14,-5.17195848713e+14,-5.17195848713e+14,-5.17195848713e+14,-5.17195848713e+14,1.0,nan,0.0909090909091,96,3.18845015815e-09,0.00309917355372,0.136363636364,0.25
720.0,180.0,-1e+200,-3.71,-7.02,-180.0,-5.17195990079e+14,nan,-5.17195990079e+14,-5.17195990079e+14,-5.17195990079e+14,-5.17195990079e+14,-5.17195990079e+14,1.0,nan,0.227272727273,97,3.18845015815e-09,0.0077479338843,0.136363636364,0.25
720.0,360.0,-1e+200,-3.71,-7.02,-180.0,-5.17196202128e+14,nan,-5.17196202128e+14,-5.17196202128e+14,-5.17196202128e+14,-5.17196202128e+14,-5.17196202128e+14,1.0,nan,0.272727272727,98,3.18845015815e-09,0.00929752066116,0.136363636364,0.25
720.0,540.0,-1e+200,-3.71,-7.02,-180.0,-5.17196414177e+14,nan,-5.17196414177e+14,-5.17196414177e+14,-5.17196414177e+14,-5.17196414177e+14,-5.17196414177e+14,1.0,nan,0.272727272727,99,3.18845015815e-09,0.00929752066116,0.136363636364,0.25
720.0,720.0,-1e+200,-3.71,-7.02,-180.0,-5.17196626226e+14,nan,-5.17196626226e+14,-5.17196626226e+14,-5.17196626226e+14,-5.17196626226e+14,-5.17196626226e+14,1.0,nan,0.136363636364,100,3.18845015815e-09,0.00464876033058,0.136363636364,0.25
60.0,60.0,-1e+200,-3.71,-7.02,0.0,-3.59275576154e+13,nan,-3.59275576154e+13,-3.59275576154e+13,-3.59275576154e+13,-3.59275576154e+13,-3.59275576154e+13,1.0,nan,0.0909090909091,101,3.18845015815e-09,0.00103305785124,0.0909090909091,0.125
60.0,180.0,-1e+200,-3.71,-7.02,0.0,-3.59276989815e+13,nan,-3.59276989815e+13,-3.59276989815e+13,-3.59276989815e+13,-3.59276989815e+13,-3.59276989815e+13,1.0,nan,0.227272727273,102,3.18845015815e-09,0.0025826446281,0.0909090909091,0.125
60.0,360.0,-1e+200,-3.71,-7.02,0.0,-3.59279110306e+13,nan,-3.59279110306e+13,-3.59279110306e+13,-3.59279110306e+13,-3.59279110306e+13,-3.59279110306e+13,1.0,nan,0.272727272727,103,3.18845015815e-09,0.00309917355372,0.0909090909091,0.125
60.0,540.0,-1e+200,-3.71,-7.02,0.0,-3.59281230798e+13,nan,-3.59281230798e+13,-3.59281230798e+13,-3.59281230798e+13,-3.59281230798e+13,-3.59281230798e+13,1.0,nan,0.272727272727,104,3.18845015815e-09,0.00309917355372,0.0909090909091,0.125
60.0,720.0,-1e+200,-3.71,-7.02,0.0,-3.59283351289e+13,nan,-3.59283351289e+13,-3.59283351289e+13,-3.59283351289e+13,-3.59283351289e+13,-3.59283351289e+13,1.0,nan,0.136363636364,105,3.18845015815e-09,0.00154958677686,0.0909090909091,0.125
180.0,60.0,-1e+200,-3.71,-7.02,0.0,-1.23430878606e+14,nan,-1.23430878606e+14,-1.23430878606e+14,-1.23430878606e+14,-1.23430878606e+14,-1.23430878606e+14,1.0,nan,0.0909090909091,106,3.18845015815e-09,0.0025826446281,0.227272727273,0.125
180.0,180.0,-1e+200,-3.71,-7.02,0.0,-1.23431019972e+14,nan,-1.23431019972e+14,-1.23431019972e+14,-1.23431019972e+14,-1.23431019972e+14,-1.23431019972e+14,1.0,nan,0.227272727273,107,3.18845015815e-09,0.00645661157025,0.227272727273,0.125
180.0,360.0,-1e+200,-3.71,-7.02,0.0,-1.23431232021e+14,nan,-1.23431232021e+14,-1.23431232021e+14,-1.23431232021e+14,-1.23431232021e+14,-1.23431232021e+14,1.0,nan,0.272727272727,108,3.18845015815e-09,0.0077479338843,0.227272727273,0.125
180.0,540.0,-1e+200,-3.71,-7.02,0.0,-1.2343144407e+14,nan,-1.2343144407e+14,-1.2343144407e+14,-1.2343144407e+14,-1.2343144407e+14,-1.2343144407e+14,1.0,nan,0.272727272727,109,3.18845015815e-09,0.0077479338843,0.227272727273,0.125
180.0,720.0,-1e+200,-3.71,-7.02,0.0,-1.23431656119e+14,nan,-1.23431656119e+14,-1.23431656119e+14,-1.23431656119e+14,-1.23431656119e+14,-1.23431656119e+14,1.0,nan,0.136363636364,110,3.18845015815e-09,0.00387396694215,0.227272727273,0.125
360.0,60.0,-1e+200,-3.71,-7.02,0.0,-2.54685860091e+14,nan,-2.54685860091e+14,-2.54685860091e+14,-2.54685860091e+14,-2.54685860091e+14,-2.54685860091e+14,1.0,nan,0.0909090909091,111,3.18845015815e-09,0.00309917355372,0.272727272727,0.125
360.0,180.0,-1e+200,-3.71,-7.02,0.0,-2.54686001457e+14,nan,-2.54686001457e+14,-2.54686001457e+14,-2.54686001457e+14,-2.54686001457e+14,-2.54686001457e+14,1.0,nan,0.227272727273,112,3.18845015815e-09,0.0077479338843,0.272727272727,0.125
360.0,360.0,-1e+200,-3.71,-7.02,0.0,-2.54686213506e+14,nan,-2.54686213506e+14,-2.54686213506e+14,-2.54686213506e+14,-2.54686213506e+14,-2.54686213506e+14,1.0,nan,0.272727272727,113,3.18845015815e-09,0.00929752066116,0.272727272727,0.125
360.0,540.0,-1e+200,-3.71,-7.02,0.0,-2.54686425556e+14,nan,-2.54686425556e+14,-2.54686425556e+14,-2.54686425556e+14,-2.54686425556e+14,-2.54686425556e+14,1.0,nan,0.272727272727,114,3.18845015815e-09,0.00929752066116,0.272727272727,0.125
360.0,720.0,-1e+200,-3.71,-7.02,0.0,-2.54686637605e+14,nan,-2.54686637605e+14,-2.54686637605e+14,-2.54686637605e+14,-2.54686637605e+14,-2.54686637605e+14,1.0,nan,0.136363636364,115,3.18845015815e-09,0.00464876033058,0.272727272727,0.125
540.0,60.0,-1e+200,-3.71,-7.02,0.0,-3.85940841577e+14,nan,-3.85940841577e+14,-3.85940841577e+14,-3.85940841577e+14,-3.85940841577e+14,-3.85940841577e+14,1.0,nan,0.0909090909091,116,3.18845015815e-09,0.00309917355372,0.272727272727,0.125
540.0,180.0,-1e+200,-3.71,-7.02,0.0,-3.85940982943e+14,nan,-3.85940982943e+14,-3.85940982943e+14,-3.85940982943e+14,-3.85940982943e+14,-3.85940982943e+14,1.0,nan,0.227272727273,117,3.18845015815e-09,0.0077479338843,0.272727272727,0.125
540.0,360.0,-1e+200,-3.71,-7.02,0.0,-3.85941194992e+14,nan,-3.85941194992e+14,-3.85941194992e+14,-3.85941194992e+14,-3.85941194992e+14,-3.85941194992e+14,1.0,nan,0.272727272727,118,3.18845015815e-09,0.00929752066116,0.272727272727,0.125
540.0,540.0,-1e+200,-3.71,-7.02,0.0,-3.85941407041e+14,nan,-3.85941407041e+14,-3.85941407041e+14,-3.85941407041e+14,-3.85941407041e+14,-3.85941407041e+14,1.0,nan,0.272727272727,119,3.18845015815e-09,0.00929752066116,0.272727272727,0.125
540.0,720.0,-1e+200,-3.71,-7.02,0.0,-3.8594161909e+14,nan,-3.8594161909e+14,-3.8594161909e+14,-3.8594161909e+14,-3.8594161909e+14,-3.8594161909e+14,1.0,nan,0.136363636364,120,3.18845015815e-09,0.00464876033058,0.272727272727,0.125
720.0,60.0,-1e+200,-3.71,-7.02,0.0,-5.17195823062e+14,nan,-5.17195823062e+14,-5.17195823062e+14,-5.17195823062e+14,-5.17195823062e+14,-5.17195823062e+14,1.0,nan,0.0909090909091,121,3.18845015815e-09,0.00154958677686,0.136363636364,0.125
720.0,180.0,-1e+200,-3.71,-7.02,0.0,-5.17195964428e+14,nan,-5.17195964428e+14,-5.17195964428e+14,-5.17195964428e+14,-5.17195964428e+14,-5.17195964428e+14,1.0,nan,0.227272727273,122,3.18845015815e-09,0.00387396694215,0.136363636364,0.125
720.0,360.0,-1e+200,-3.71,-7.02,0.0,-5.17196176477e+14,nan,-5.17196176477e+14,-5.17196176477e+14,-5.17196176477e+14,-5.17196176477e+14,-5.17196176477e+14,1.0,nan,0.272727272727,123,3.18845015815e-09,0.00464876033058,0.136363636364,0.125
720.0,540.0,-1e+200,-3.71,-7.02,0.0,-5.17196388526e+14,nan,-5.17196388526e+14,-5.17196388526e+14,-5.17196388526e+14,-5.17196388526e+14,-5.17196388526e+14,1.0,nan,0.272727272727,124,3.18845015815e-09,0.00464876033058,0.136363636364,0.125
720.0,720.0,-1e+200,-3.71,-7.02,0.0,-5.17196600576e+14,nan,-5.17196600576e+14,-5.17196600576e+14,-5.17196600576e+14,-5.17196600576e+14,-5.17196600576e+14,1.0,nan,0.136363636364,125,3.18845015815e-09,0.00232438016529,0.136363636364,0.125
